# Wavelength(Angstrom)  Transmission
1.728490e+05  4.107900e-04
1.731370e+05  1.171200e-03
1.734270e+05  2.382100e-03
1.737170e+05  8.169600e-04
1.740090e+05  1.020200e-03
1.743010e+05  3.410400e-03
1.745950e+05  2.346600e-03
1.748890e+05  3.206800e-04
1.751840e+05  4.947000e-04
1.754810e+05  1.726300e-03
1.757780e+05  6.076700e-04
1.760770e+05  1.745400e-03
1.763760e+05  1.210800e-03
1.766770e+05  2.638100e-03
1.769780e+05  7.640600e-04
1.772810e+05  0.000000e+00
1.775840e+05  1.944800e-03
1.778890e+05  3.179600e-03
1.781950e+05  2.528700e-03
1.785010e+05  2.520700e-03
1.788090e+05  4.307300e-03
1.791180e+05  4.504200e-03
1.794280e+05  2.716700e-03
1.797390e+05  2.086200e-03
1.800510e+05  2.810200e-03
1.803640e+05  4.595100e-03
1.806780e+05  5.619200e-03
1.809930e+05  4.617100e-03
1.813100e+05  5.190100e-03
1.816270e+05  6.646900e-03
1.819460e+05  5.004900e-03
1.822660e+05  6.026600e-03
1.825870e+05  8.122000e-03
1.829090e+05  8.074600e-03
1.832320e+05  7.740500e-03
1.835560e+05  7.733300e-03
1.838810e+05  9.381200e-03
1.842080e+05  1.078500e-02
1.845360e+05  1.226800e-02
1.848650e+05  1.157000e-02
1.851950e+05  9.512500e-03
1.855260e+05  1.129500e-02
1.858590e+05  1.179200e-02
1.861920e+05  9.578200e-03
1.865270e+05  1.287600e-02
1.868630e+05  1.438000e-02
1.872010e+05  1.195500e-02
1.875390e+05  1.194900e-02
1.878790e+05  1.083700e-02
1.882200e+05  1.265100e-02
1.885620e+05  1.742100e-02
1.889060e+05  1.510200e-02
1.892500e+05  1.322100e-02
1.895960e+05  1.499100e-02
1.899440e+05  1.711000e-02
1.902920e+05  2.052800e-02
1.906420e+05  2.022800e-02
1.909930e+05  1.831100e-02
1.913450e+05  1.885300e-02
1.916990e+05  2.072100e-02
1.920540e+05  2.365400e-02
1.924100e+05  2.406700e-02
1.927680e+05  2.513700e-02
1.931270e+05  2.847100e-02
1.934870e+05  2.884500e-02
1.938490e+05  3.117100e-02
1.942120e+05  3.456500e-02
1.945760e+05  3.807700e-02
1.949420e+05  4.301600e-02
1.953090e+05  4.610900e-02
1.956780e+05  5.055600e-02
1.960480e+05  5.589400e-02
1.964190e+05  5.977800e-02
1.967920e+05  6.428100e-02
1.971660e+05  6.782900e-02
1.975410e+05  7.501500e-02
1.979180e+05  8.305200e-02
1.982970e+05  8.735300e-02
1.986770e+05  9.485700e-02
1.990580e+05  1.050200e-01
1.994410e+05  1.163600e-01
1.998250e+05  1.289600e-01
2.002110e+05  1.415600e-01
2.005980e+05  1.583400e-01
2.009870e+05  1.799300e-01
2.013770e+05  2.034500e-01
2.017690e+05  2.289300e-01
2.021620e+05  2.571100e-01
2.025570e+05  2.859300e-01
2.029530e+05  3.170100e-01
2.033510e+05  3.523800e-01
2.037510e+05  3.903900e-01
2.041520e+05  4.308300e-01
2.045550e+05  4.696300e-01
2.049590e+05  5.116700e-01
2.053650e+05  5.539800e-01
2.057720e+05  5.920200e-01
2.061810e+05  6.268100e-01
2.065920e+05  6.615100e-01
2.070040e+05  6.913900e-01
2.074180e+05  7.151700e-01
2.078340e+05  7.409100e-01
2.082510e+05  7.713300e-01
2.086700e+05  7.893800e-01
2.090910e+05  8.022000e-01
2.095130e+05  8.232900e-01
2.099380e+05  8.347700e-01
2.103640e+05  8.467900e-01
2.107910e+05  8.658800e-01
2.112200e+05  8.800000e-01
2.116510e+05  8.906100e-01
2.120840e+05  9.088900e-01
2.125190e+05  9.225600e-01
2.129550e+05  9.296900e-01
2.133930e+05  9.441400e-01
2.138330e+05  9.627100e-01
2.142750e+05  9.663400e-01
2.147190e+05  9.669400e-01
2.151640e+05  9.784100e-01
2.156120e+05  9.848300e-01
2.160610e+05  9.827900e-01
