# Wavelength(Angstrom)  Transmission
8.011200e+03  1.200000e-03
8.015700e+03  2.000000e-03
8.020100e+03  2.900000e-03
8.024600e+03  3.300000e-03
8.029000e+03  2.500000e-03
8.033400e+03  2.000000e-03
8.037900e+03  2.800000e-03
8.042300e+03  4.400000e-03
8.046800e+03  6.000000e-03
8.051200e+03  7.600000e-03
8.055700e+03  9.100000e-03
8.060100e+03  1.160000e-02
8.064500e+03  1.590000e-02
8.069000e+03  2.210000e-02
8.073400e+03  3.090000e-02
8.077900e+03  4.450000e-02
8.082300e+03  6.510000e-02
8.086800e+03  9.380000e-02
8.091200e+03  1.310000e-01
8.095700e+03  1.776000e-01
8.100100e+03  2.333000e-01
8.104600e+03  2.964000e-01
8.109000e+03  3.650000e-01
8.113400e+03  4.383000e-01
8.117900e+03  5.173000e-01
8.122300e+03  6.006000e-01
8.126800e+03  6.828000e-01
8.131200e+03  7.570000e-01
8.135700e+03  8.173000e-01
8.140100e+03  8.618000e-01
8.144600e+03  8.896000e-01
8.149000e+03  9.022000e-01
8.153500e+03  9.062000e-01
8.157900e+03  9.071000e-01
8.162400e+03  9.062000e-01
8.166800e+03  9.042000e-01
8.171300e+03  9.024000e-01
8.175700e+03  8.994000e-01
8.180200e+03  8.939000e-01
8.184600e+03  8.835000e-01
8.189100e+03  8.651000e-01
8.193500e+03  8.394000e-01
8.198000e+03  8.073000e-01
8.202500e+03  7.666000e-01
8.206900e+03  7.172000e-01
8.211400e+03  6.621000e-01
8.215800e+03  5.999000e-01
8.220300e+03  5.282000e-01
8.224700e+03  4.487000e-01
8.229200e+03  3.638000e-01
8.233600e+03  2.782000e-01
8.238100e+03  2.015000e-01
8.242500e+03  1.412000e-01
8.247000e+03  9.740000e-02
8.251400e+03  6.640000e-02
8.255900e+03  4.590000e-02
8.260400e+03  3.310000e-02
8.264800e+03  2.370000e-02
8.269300e+03  1.640000e-02
8.273700e+03  1.240000e-02
8.278200e+03  1.150000e-02
8.282600e+03  1.130000e-02
8.287100e+03  9.300000e-03
8.291600e+03  6.200000e-03
8.296000e+03  4.200000e-03
8.300500e+03  3.500000e-03
8.304900e+03  3.100000e-03
8.309400e+03  3.400000e-03
8.313900e+03  3.500000e-03
8.318300e+03  3.000000e-03
8.322800e+03  2.900000e-03
8.327200e+03  2.800000e-03
8.331700e+03  1.600000e-03
8.336200e+03  0.000000e+00
