# Wavelength(Angstrom)  Transmission
1.336900e+06  0.000000e+00
1.346000e+06  4.745700e-04
1.355200e+06  1.547700e-03
1.364600e+06  4.119900e-03
1.374000e+06  8.692800e-03
1.383600e+06  1.801900e-02
1.393400e+06  3.496000e-02
1.403300e+06  6.832700e-02
1.413300e+06  1.197500e-01
1.423400e+06  2.172000e-01
1.433700e+06  3.594200e-01
1.444200e+06  5.053000e-01
1.454800e+06  7.008100e-01
1.465600e+06  8.171000e-01
1.476500e+06  9.369200e-01
1.487600e+06  9.653000e-01
1.498900e+06  9.418900e-01
1.510300e+06  9.569600e-01
1.521900e+06  9.177000e-01
1.533700e+06  9.524000e-01
1.545700e+06  9.588400e-01
1.557800e+06  9.775400e-01
1.570200e+06  1.041500e+00
1.582700e+06  1.001600e+00
1.595500e+06  9.988500e-01
1.608400e+06  1.002200e+00
1.621600e+06  9.823800e-01
1.635000e+06  9.449400e-01
1.648600e+06  9.057400e-01
1.662500e+06  9.174600e-01
1.676500e+06  8.981300e-01
1.690900e+06  8.443700e-01
1.705400e+06  7.946600e-01
1.720200e+06  7.146400e-01
1.735300e+06  6.589400e-01
1.750700e+06  6.277600e-01
1.766300e+06  5.793800e-01
1.782200e+06  4.984500e-01
1.798400e+06  4.232000e-01
1.814800e+06  3.795200e-01
1.831600e+06  2.714000e-01
1.848700e+06  2.016600e-01
1.866200e+06  1.723000e-01
1.883900e+06  1.574700e-01
1.902000e+06  1.617000e-01
1.920500e+06  1.528200e-01
1.939300e+06  1.378100e-01
1.958500e+06  1.122000e-01
1.978000e+06  6.873000e-02
1.998000e+06  2.828100e-02
2.018300e+06  3.418900e-03
2.039100e+06  0.000000e+00
