# Wavelength(Angstrom)  Transmission
1.652000e+04  1.417300e-04
1.652200e+04  2.636500e-04
1.652500e+04  2.681400e-04
1.652700e+04  1.943900e-04
1.653000e+04  1.073800e-04
1.653300e+04  1.468500e-04
1.653500e+04  2.758000e-04
1.653800e+04  2.036200e-04
1.654000e+04  2.294400e-04
1.654300e+04  4.284300e-04
1.654600e+04  3.648600e-04
1.654900e+04  2.303300e-04
1.655100e+04  3.226000e-04
1.655400e+04  3.000200e-04
1.655600e+04  2.185800e-04
1.655900e+04  2.547400e-04
1.656200e+04  2.782300e-04
1.656400e+04  4.138900e-04
1.656700e+04  4.612600e-04
1.657000e+04  3.223200e-04
1.657200e+04  3.260100e-04
1.657500e+04  4.093900e-04
1.657800e+04  4.170600e-04
1.658000e+04  3.981300e-04
1.658300e+04  3.962600e-04
1.658600e+04  5.245300e-04
1.658800e+04  5.603200e-04
1.659100e+04  5.081400e-04
1.659400e+04  4.753600e-04
1.659600e+04  5.226400e-04
1.659900e+04  5.210500e-04
1.660100e+04  4.100600e-04
1.660400e+04  4.180800e-04
1.660700e+04  4.745700e-04
1.660900e+04  5.841500e-04
1.661200e+04  6.681300e-04
1.661500e+04  5.854300e-04
1.661700e+04  6.046800e-04
1.662000e+04  6.328100e-04
1.662300e+04  5.527100e-04
1.662500e+04  6.027400e-04
1.662800e+04  6.823100e-04
1.663100e+04  7.897100e-04
1.663300e+04  8.890000e-04
1.663600e+04  8.326500e-04
1.663900e+04  7.974500e-04
1.664100e+04  8.910400e-04
1.664400e+04  9.503900e-04
1.664700e+04  9.010400e-04
1.664900e+04  9.953500e-04
1.665200e+04  1.172700e-03
1.665500e+04  1.146300e-03
1.665700e+04  1.095500e-03
1.666000e+04  1.150400e-03
1.666300e+04  1.172100e-03
1.666600e+04  1.193600e-03
1.666800e+04  1.214200e-03
1.667100e+04  1.225200e-03
1.667400e+04  1.386200e-03
1.667600e+04  1.571300e-03
1.667900e+04  1.557700e-03
1.668100e+04  1.517000e-03
1.668400e+04  1.666900e-03
1.668700e+04  1.784300e-03
1.669000e+04  1.776200e-03
1.669200e+04  1.932800e-03
1.669500e+04  2.014900e-03
1.669800e+04  1.972300e-03
1.670000e+04  2.150700e-03
1.670300e+04  2.188700e-03
1.670600e+04  2.187100e-03
1.670800e+04  2.409000e-03
1.671100e+04  2.503000e-03
1.671400e+04  2.614400e-03
1.671700e+04  2.821400e-03
1.671900e+04  2.841600e-03
1.672200e+04  2.820600e-03
1.672500e+04  2.964500e-03
1.672700e+04  3.244000e-03
